date,year,weekday,direction,setup,both_pre,asia_range,signal_spread,outcome,pnl,exit_idx,exit_time,full_mfe,full_mae,pre_exit_mfe,pre_exit_mae
2024-06-20,2024,3,LONG,prebroken,False,17.13500000000022,0.36000000000012733,TP,20.0,477,2024-06-20 17:58:00+03:00,21.340000000000146,12.559999999999945,20.843000000000302,12.559999999999945
2024-06-21,2024,4,SHORT,fresh,False,8.513500000000022,0.4099999999998545,TP,20.0,408,2024-06-21 16:53:00+03:00,40.01650000000018,11.99350000000004,20.925500000000284,11.99350000000004
2024-06-24,2024,0,LONG,fresh,False,9.548500000000331,0.42000000000007276,EOD,6.1664999999998145,811,2024-06-24 23:59:00+03:00,7.066499999999451,6.903500000000349,7.066499999999451,6.903500000000349
2024-06-25,2024,1,LONG,fresh,False,11.886000000000422,0.3969999999999345,EOD,-15.661000000000058,650,2024-06-25 23:59:00+03:00,2.1219999999998436,19.490999999999985,2.1219999999998436,19.490999999999985
2024-06-26,2024,2,SHORT,prebroken,False,13.38000000000011,0.4099999999998545,TP,20.0,390,2024-06-26 16:31:00+03:00,22.572999999999865,2.180000000000291,20.25,2.180000000000291
2024-06-27,2024,3,SHORT,prebroken,True,4.38149999999996,0.38999999999987267,SL,-25.0,339,2024-06-27 15:40:00+03:00,0.22899999999981446,30.71100000000024,0.22899999999981446,25.597999999999956
2024-06-28,2024,4,LONG,fresh,False,9.333500000000186,0.42000000000007276,EOD,-2.388500000000022,789,2024-06-28 23:59:00+03:00,10.971500000000106,5.9284999999999854,10.971500000000106,5.9284999999999854
2024-07-01,2024,0,LONG,prebroken,False,9.990000000000236,0.4169999999999163,EOD,4.5300000000002,838,2024-07-01 23:59:00+03:00,11.432999999999993,7.829999999999927,11.432999999999993,7.829999999999927
2024-07-02,2024,1,SHORT,fresh,False,9.44800000000032,0.40000000000009095,EOD,-5.181500000000142,822,2024-07-02 23:59:00+03:00,5.438500000000204,12.311499999999796,5.438500000000204,12.311499999999796
2024-07-03,2024,2,LONG,prebroken,False,8.965000000000146,0.41400000000021464,TP,20.0,419,2024-07-03 17:00:00+03:00,23.710000000000036,2.0850000000000364,20.559999999999945,2.0850000000000364
2024-07-04,2024,3,SHORT,prebroken,False,7.00649999999996,0.3569999999999709,EOD,-2.007000000000062,838,2024-07-04 23:59:00+03:00,1.6700000000000728,6.610000000000127,1.6700000000000728,6.610000000000127
2024-07-05,2024,4,LONG,prebroken,False,10.768500000000131,0.42000000000007276,TP,20.0,401,2024-07-05 16:42:00+03:00,28.769999999999982,16.5300000000002,20.813000000000102,16.5300000000002
2024-07-08,2024,0,SHORT,prebroken,False,10.38000000000011,0.4099999999998545,TP,20.0,527,2024-07-08 18:48:00+03:00,25.509999999999764,4.539999999999964,23.722999999999956,4.539999999999964
